performance_id,competition,program,name,nation,rank,starting_number,total_segment_score,total_element_score,total_component_score,total_deductions
7828f0fa5c,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Zijun LI,CHN,7,3,61.32,31.35,29.97,0.00
7578d46c06,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Ashley WAGNER,USA,5,4,64.36,31.10,33.26,0.00
055312da75,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Karen CHEN,USA,9,5,58.28,29.48,29.80,1.00
2d72690456,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Rika HONGO,JPN,6,6,63.63,33.20,30.43,0.00
a4ac6f6894,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Elizaveta TUKTAMYSHEVA,RUS,4,7,64.88,33.88,31.00,0.00
9955c77eb0,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Joshi HELGESSON,SWE,12,8,49.25,22.01,27.24,0.00
4a90d36cff,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Elena RADIONOVA,RUS,2,9,70.75,36.81,33.94,0.00
1f49aeda9b,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Xiangning LI,CHN,11,10,54.55,27.66,26.89,0.00
fb89e39f5a,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Mai MIHARA,JPN,3,11,68.48,37.37,31.11,0.00
3f9f79e899,ISU GP Audi Cup of China 2016,LADIES SHORT PROGRAM,Ziquan ZHAO,CHN,10,12,58.20,29.46,28.74,0.00
a90e4ab9b2,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Maxim KOVTUN,RUS,7,1,151.33,76.33,75.00,0.00
fd3d933b68,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Alexander PETROV,RUS,6,2,154.23,79.85,74.38,0.00
ff0ff4d9d1,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Michal BREZINA,CZE,9,3,135.91,60.49,76.42,1.00
359662196a,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Han YAN,CHN,5,4,155.15,76.43,78.72,0.00
8b49486e0f,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Ross MINER,USA,8,5,136.61,61.75,74.86,0.00
ab7abdb6be,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Max AARON,USA,3,6,161.07,84.79,76.28,0.00
f314f8a52a,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Sergei VORONOV,RUS,4,7,160.83,81.89,78.94,0.00
c820e93ade,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Boyang JIN,CHN,2,8,182.37,104.57,78.80,1.00
58a25fecce,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Patrick CHAN,CAN,1,9,196.31,104.31,93.00,1.00
d5396d1130,ISU GP Audi Cup of China 2016,MEN FREE SKATING,Daniel SAMOHIN,ISR,10,10,130.04,58.98,73.06,2.00
2ea0f71b99,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Patrick CHAN,CAN,3,1,83.41,38.92,44.49,0.00
46383ca7cf,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Ross MINER,USA,6,2,76.73,38.74,37.99,0.00
fccf6e643a,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Sergei VORONOV,RUS,4,3,82.93,44.36,38.57,0.00
29770c7848,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Maxim KOVTUN,RUS,10,4,70.10,32.73,37.37,0.00
c8451b36ab,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Daniel SAMOHIN,ISR,2,5,83.47,46.47,38.00,1.00
a986c60a37,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Han YAN,CHN,8,6,75.04,35.87,39.17,0.00
c22eed537d,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Boyang JIN,CHN,1,7,96.17,57.02,39.15,0.00
258aa8f516,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Alexander PETROV,RUS,9,8,74.21,37.35,36.86,0.00
6d1aa2ddcd,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Max AARON,USA,5,9,81.67,43.90,37.77,0.00
bc5673bc8f,ISU GP Audi Cup of China 2016,MEN SHORT PROGRAM,Michal BREZINA,CZE,7,10,75.86,36.53,39.33,0.00
697c24dd5c,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Mari VARTMANN / Ruben BLOMMAERT,GER,5,1,113.00,57.10,56.90,1.00
e2545f8ce3,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Jessica PFUND / Joshua SANTILLAN,USA,8,2,92.09,43.91,51.18,3.00
800fa6d10c,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Nicole DELLA MONICA / Matteo GUARISE,ITA,7,3,109.99,52.49,58.50,1.00
270ac96659,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,6,4,112.63,49.67,62.96,0.00
6ae7ff708f,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Cheng PENG / Yang JIN,CHN,2,5,128.03,64.50,63.53,0.00
d7699a8389,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Xuehan WANG / Lei WANG,CHN,4,6,115.57,56.97,59.60,1.00
884b82ffd6,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Xiaoyu YU / Hao ZHANG,CHN,1,7,131.27,66.05,66.22,1.00
1785b5447d,ISU GP Audi Cup of China 2016,PAIRS FREE SKATING,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,3,8,120.26,57.32,63.94,1.00
b4a630fd1f,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Xiaoyu YU / Hao ZHANG,CHN,1,1,72.49,40.84,31.65,0.00
be75191087,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Jessica PFUND / Joshua SANTILLAN,USA,8,2,50.32,25.03,26.29,1.00
3a7bcea09f,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Liubov ILYUSHECHKINA / Dylan MOSCOVITCH,CAN,2,3,71.28,38.97,32.31,0.00
91d2adcfb9,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Yuko KAVAGUTI / Alexander SMIRNOV,RUS,6,4,62.90,32.53,31.37,1.00
25b655096e,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Xuehan WANG / Lei WANG,CHN,4,5,66.45,36.51,29.94,0.00
eca58d5478,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Cheng PENG / Yang JIN,CHN,3,6,69.93,39.36,30.57,0.00
725964da21,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Nicole DELLA MONICA / Matteo GUARISE,ITA,5,7,66.39,36.21,30.18,0.00
c90f0cdeb1,ISU GP Audi Cup of China 2016,PAIRS SHORT PROGRAM,Mari VARTMANN / Ruben BLOMMAERT,GER,7,8,60.88,33.16,28.72,1.00
0951f004e8,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Xiaotong WANG / Kaige ZHAO,CHN,10,1,63.92,33.49,30.43,0.00
13251cd292,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Hong CHEN / Yan ZHAO,CHN,9,2,70.25,34.24,36.01,0.00
b1dd155e94,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Angelique ABACHKINA / Louis THAURON,FRA,8,3,84.99,41.80,43.19,0.00
5ef4ec7ae5,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Shiyue WANG / Xinyu LIU,CHN,6,4,92.10,47.74,44.36,0.00
fd9026ae8c,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,7,5,91.15,46.97,44.18,0.00
32720e6e95,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Lorraine MCNAMARA / Quinn CARPENTER,USA,5,6,93.96,48.99,44.97,0.00
ee4f96fda4,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Tiffani ZAGORSKI / Jonathan GUERREIRO,RUS,4,7,96.79,48.57,48.22,0.00
84edc77ca3,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,8,119.33,60.77,58.56,0.00
a8fd135b16,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Madison CHOCK / Evan BATES,USA,2,9,111.84,56.27,55.57,0.00
292585b4ef,ISU GP Audi Cup of China 2017,ICE DANCE FREE DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,3,10,110.50,55.36,55.14,0.00
d66194d027,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Xiaotong WANG / Kaige ZHAO,CHN,10,1,38.74,18.21,20.53,0.00
5f882f3f82,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Hong CHEN / Yan ZHAO,CHN,9,2,47.39,23.14,24.25,0.00
a38eb187c7,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Tiffani ZAGORSKI / Jonathan GUERREIRO,RUS,4,3,67.62,35.93,31.69,0.00
94f4670397,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Shiyue WANG / Xinyu LIU,CHN,8,4,59.07,30.33,28.74,0.00
f2ddf60db5,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Angelique ABACHKINA / Louis THAURON,FRA,6,5,59.91,31.07,28.84,0.00
5addf07f87,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,7,6,59.32,30.14,29.18,0.00
e6f38b9fc6,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Lorraine MCNAMARA / Quinn CARPENTER,USA,5,7,63.65,34.30,29.35,0.00
3c39f69a9b,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,8,81.10,42.35,38.75,0.00
8e690ce776,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Madison CHOCK / Evan BATES,USA,2,9,72.66,35.97,36.69,0.00
3582f16d20,ISU GP Audi Cup of China 2017,ICE DANCE SHORT DANCE,Ekaterina BOBROVA / Dmitri SOLOVIEV,RUS,3,10,72.34,35.78,36.56,0.00
813ce12938,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Amber GLENN,USA,10,1,98.53,45.66,53.87,1.00
d3d0c8851a,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Ziquan ZHAO,CHN,11,2,94.32,48.75,46.57,1.00
16c43a8240,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Mai MIHARA,JPN,3,3,139.17,74.45,64.72,0.00
ec28c8b239,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Xiangning LI,CHN,8,4,115.62,63.43,52.19,0.00
8494280ecd,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Dabin CHOI,KOR,9,5,112.09,59.08,53.01,0.00
5eaf819369,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Marin HONDA,JPN,5,6,131.42,66.84,64.58,0.00
c148d4998a,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Elizaveta TUKTAMYSHEVA,RUS,6,7,129.58,66.04,63.54,0.00
baab64a344,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Alina ZAGITOVA,RUS,1,8,144.44,76.09,68.35,0.00
1e508ae74e,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Wakaba HIGUCHI,JPN,2,9,141.99,74.10,67.89,0.00
010e399739,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Gabrielle DALEMAN,CAN,7,10,126.18,61.05,65.13,0.00
44430fd5ea,ISU GP Audi Cup of China 2017,LADIES FREE SKATING,Elena RADIONOVA,RUS,4,11,136.34,69.43,66.91,0.00
a32e9a8c89,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Ziquan ZHAO,CHN,11,1,50.39,26.68,24.71,1.00
e7990a3125,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Xiangning LI,CHN,8,2,59.20,32.95,26.25,0.00
a8ccf95e3e,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Amber GLENN,USA,10,3,52.61,25.78,27.83,1.00
55920a14c0,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Alina ZAGITOVA,RUS,4,4,69.44,39.01,31.43,1.00
68f905e01a,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Marin HONDA,JPN,6,5,66.90,35.01,31.89,0.00
c829ac01e7,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Elizaveta TUKTAMYSHEVA,RUS,5,6,67.10,35.67,31.43,0.00
2f2f4a66e8,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Dabin CHOI,KOR,9,7,53.90,26.10,27.80,0.00
e8a352cdfc,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Mai MIHARA,JPN,7,8,66.90,34.66,32.24,0.00
4868ccd330,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Wakaba HIGUCHI,JPN,2,9,70.53,37.68,32.85,0.00
73057d052a,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Elena RADIONOVA,RUS,3,10,70.48,37.17,33.31,0.00
905f1db68e,ISU GP Audi Cup of China 2017,LADIES SHORT PROGRAM,Gabrielle DALEMAN,CAN,1,11,70.65,37.51,33.14,0.00
46c8c47cde,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Kevin REYNOLDS,CAN,7,1,162.10,88.16,73.94,0.00
2f97696344,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Alexander MAJOROV,SWE,10,2,121.77,53.63,69.14,1.00
25e1accdb7,ISU GP Audi Cup of China 2017,MEN FREE SKATING,He ZHANG,CHN,11,3,120.59,59.15,61.44,0.00
a270ef1c1f,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Grant HOCHSTEIN,USA,9,4,135.89,63.83,73.06,1.00
681c7d19bf,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Vincent ZHOU,USA,2,5,176.43,102.35,75.08,1.00
9fbf9b7df2,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Alexander PETROV,RUS,12,6,117.44,56.04,67.40,6.00
d593ca74ba,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Han YAN,CHN,4,7,172.39,88.67,83.72,0.00
635832871b,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Max AARON,USA,1,8,176.58,96.60,79.98,0.00
2544b82f9d,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Keiji TANAKA,JPN,8,9,159.98,81.40,79.58,1.00
879ffcd11b,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Javier FERNANDEZ,ESP,6,10,162.49,72.93,89.56,0.00
4cd8ffccc6,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Boyang JIN,CHN,5,11,170.59,92.81,78.78,1.00
d0ed76f252,ISU GP Audi Cup of China 2017,MEN FREE SKATING,Mikhail KOLYADA,RUS,3,12,176.25,90.11,87.14,1.00
6619467a0b,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,He ZHANG,CHN,12,1,46.99,17.95,30.04,1.00
5753c00c6d,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Alexander MAJOROV,SWE,11,2,64.27,31.16,34.11,1.00
a820dbf071,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Kevin REYNOLDS,CAN,10,3,64.40,31.30,35.10,2.00
4dafbdc98d,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Han YAN,CHN,6,4,82.22,41.36,40.86,0.00
57602c9df7,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Grant HOCHSTEIN,USA,7,5,80.55,42.68,37.87,0.00
4aaf480a16,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Vincent ZHOU,USA,8,6,80.23,45.66,36.57,2.00
72606ae848,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Keiji TANAKA,JPN,4,7,87.19,47.91,39.28,0.00
a544aa9545,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Alexander PETROV,RUS,9,8,68.58,32.44,36.14,0.00
7bf412f10a,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Max AARON,USA,5,9,83.11,44.50,38.61,0.00
2ff20bf147,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Boyang JIN,CHN,2,10,93.89,52.67,41.22,0.00
eafce4ea2b,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Mikhail KOLYADA,RUS,1,11,103.13,59.63,43.50,0.00
ec444ae2ec,ISU GP Audi Cup of China 2017,MEN SHORT PROGRAM,Javier FERNANDEZ,ESP,3,12,90.57,44.35,46.22,0.00
98bf365e76,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Ashley CAIN / Timothy LEDUC,USA,6,1,101.21,47.48,54.73,1.00
a8ae530f9e,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Valentina MARCHEI / Ondrej HOTAREK,ITA,4,2,128.48,63.23,65.25,0.00
1fddfdee40,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Mingyang ZHANG / Bowen SONG,CHN,7,3,95.19,50.49,44.70,0.00
0d1cd5f28a,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Nicole DELLA MONICA / Matteo GUARISE,ITA,5,4,126.49,61.47,65.02,0.00
b017147b2f,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,3,5,132.00,66.17,65.83,0.00
5389617168,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Wenjing SUI / Cong HAN,CHN,1,6,150.93,74.81,76.12,0.00
4067464a6a,ISU GP Audi Cup of China 2017,PAIRS FREE SKATING,Xiaoyu YU / Hao ZHANG,CHN,2,7,134.17,65.81,68.36,0.00
1032f22316,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Mingyang ZHANG / Bowen SONG,CHN,6,1,53.15,30.27,22.88,0.00
4865a107e9,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Ashley CAIN / Timothy LEDUC,USA,7,2,53.15,26.20,27.95,1.00
f7e62f5d19,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Kirsten MOORE-TOWERS / Michael MARINARO,CAN,4,3,62.52,31.89,30.63,0.00
03f14de909,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Xiaoyu YU / Hao ZHANG,CHN,2,4,71.37,38.46,32.91,0.00
1842e349a6,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Wenjing SUI / Cong HAN,CHN,1,5,80.14,42.60,37.54,0.00
7405455e16,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Nicole DELLA MONICA / Matteo GUARISE,ITA,3,6,63.76,32.90,30.86,0.00
4c10a1e8d3,ISU GP Audi Cup of China 2017,PAIRS SHORT PROGRAM,Valentina MARCHEI / Ondrej HOTAREK,ITA,5,7,59.53,29.28,31.25,1.00
8b16b1bd05,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,8,1,89.19,44.93,44.26,0.00
ccf187b335,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,10,2,80.21,39.69,40.52,0.00
53a2d6bd0c,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Alla LOBODA / Pavel DROZD,RUS,9,3,85.42,40.95,44.47,0.00
81095c9cbe,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Angelique ABACHKINA / Louis THAURON,FRA,6,4,95.74,50.20,45.54,0.00
a2ef8901b3,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,7,5,93.50,48.49,45.01,0.00
f466f41553,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Charlene GUIGNARD / Marco FABBRI,ITA,5,6,101.28,52.23,50.05,1.00
212027cde6,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,3,7,108.03,53.19,54.84,0.00
f008384341,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Alexandra STEPANOVA / Ivan BUKIN,RUS,4,8,107.22,54.34,52.88,0.00
f19ff34a48,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,9,120.58,61.52,59.06,0.00
793a6fb3ff,ISU GP Internationaux de France de Patinage 2017,ICE DANCE FREE DANCE,Madison CHOCK / Evan BATES,USA,2,10,108.30,53.47,54.83,0.00
b03aa66733,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Lorenza ALESSANDRINI / Pierre SOUQUET,FRA,10,1,54.07,28.53,26.54,1.00
3c9ef054a3,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Angelique ABACHKINA / Louis THAURON,FRA,8,2,59.81,31.05,28.76,0.00
c3ef08efb7,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Natalia KALISZEK / Maksym SPODYRIEV,POL,9,3,58.58,29.30,29.28,0.00
3e34738b85,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Elliana POGREBINSKY / Alex BENOIT,USA,6,4,60.64,31.26,29.38,0.00
0edc31d8f5,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Alla LOBODA / Pavel DROZD,RUS,7,5,60.43,30.22,30.21,0.00
a2ba7b90ea,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Alexandra STEPANOVA / Ivan BUKIN,RUS,3,6,70.02,35.56,34.46,0.00
39d473634d,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Charlene GUIGNARD / Marco FABBRI,ITA,4,7,69.73,36.24,33.49,0.00
f0b3bd8f1a,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Kaitlyn WEAVER / Andrew POJE,CAN,5,8,68.94,32.69,36.25,0.00
d4d388996d,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Gabriella PAPADAKIS / Guillaume CIZERON,FRA,1,9,81.40,42.46,38.94,0.00
1e2f80c285,ISU GP Internationaux de France de Patinage 2017,ICE DANCE SHORT DANCE,Madison CHOCK / Evan BATES,USA,2,10,73.55,37.07,36.48,0.00
350a1c62bd,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Nicole SCHOTT,GER,7,1,116.85,60.12,56.73,0.00
0da413fa1e,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Elizaveta TUKTAMYSHEVA,RUS,8,2,114.62,57.23,58.39,1.00
5c10834846,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Laurine LECAVELIER,FRA,11,3,93.67,39.94,54.73,1.00
64453a0928,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Mae Berenice MEITE,FRA,9,4,112.44,56.09,56.35,0.00
4600aa9959,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Polina EDMUNDS,USA,10,5,101.46,46.77,56.69,2.00
c9cf2360f8,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Mai MIHARA,JPN,5,6,137.55,73.45,64.10,0.00
0ecfe5376c,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Alina ZAGITOVA,RUS,1,7,151.34,81.80,69.54,0.00
66f0dfc5a4,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Elizabet TURSYNBAEVA,KAZ,3,8,138.69,73.21,65.48,0.00
562cd99173,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Yuna SHIRAIWA,JPN,6,9,127.13,64.86,63.27,1.00
059039bcf6,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Maria SOTSKOVA,RUS,2,10,140.99,73.78,67.21,0.00
f9763670b4,ISU GP Internationaux de France de Patinage 2017,LADIES FREE SKATING,Kaetlyn OSMOND,CAN,4,11,137.72,68.42,70.30,1.00
b6d64f2d7d,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Polina EDMUNDS,USA,9,1,56.31,28.73,27.58,0.00
b90cbd445b,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Nicole SCHOTT,GER,10,2,55.54,29.25,27.29,1.00
cc118d9ed3,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Mae Berenice MEITE,FRA,8,3,58.96,31.85,27.11,0.00
985d0cf2f9,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Yuna SHIRAIWA,JPN,3,4,66.05,36.42,29.63,0.00
eb48645837,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Alina ZAGITOVA,RUS,5,5,62.46,32.27,31.19,1.00
88aec56b84,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Laurine LECAVELIER,FRA,7,6,60.68,31.21,29.47,0.00
65963efce5,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Elizaveta TUKTAMYSHEVA,RUS,11,7,53.03,24.91,29.12,1.00
e16b217e8c,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Mai MIHARA,JPN,4,8,64.57,31.93,32.64,0.00
046b63b380,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Elizabet TURSYNBAEVA,KAZ,6,9,62.29,30.89,31.40,0.00
d849e9e497,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Maria SOTSKOVA,RUS,2,10,67.79,35.26,32.53,0.00
5488f8fd14,ISU GP Internationaux de France de Patinage 2017,LADIES SHORT PROGRAM,Kaetlyn OSMOND,CAN,1,11,69.05,34.35,34.70,0.00
0bffb615d8,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Vincent ZHOU,USA,7,1,156.09,88.57,69.52,2.00
557a5a306a,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Romain PONSART,FRA,11,2,134.31,63.25,71.06,0.00
2f1fc35341,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Denis TEN,KAZ,10,3,144.87,63.01,83.86,2.00
02264aa6fc,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Max AARON,USA,6,4,158.56,82.70,75.86,0.00
b313749fe2,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Kevin AYMOZ,FRA,9,5,150.43,73.21,77.22,0.00
ad0bc14806,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Moris KVITELASHVILI,GEO,8,6,153.52,75.52,79.00,1.00
e4f334c565,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Alexei BYCHENKO,ISR,5,7,160.65,80.51,80.14,0.00
8ee5bb42fa,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Misha GE,UZB,3,8,172.93,86.09,86.84,0.00
ebf91b41fd,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Alexander SAMARIN,RUS,4,9,161.62,82.84,79.78,1.00
07e9074e4d,ISU GP Internationaux de France de Patinage 2017,MEN FREE SKATING,Javier FERNANDEZ,ESP,2,10,175.85,85.49,92.36,2.00
